7.304607999999999,7.464607999999999,up
8.227683999999998,8.387683999999998,left
9.150759999999998,9.310759999999998,down
10.073835999999998,10.233835999999998,right
14.689215999999998,14.849215999999998,up
15.150753999999997,15.310753999999998,up
15.612291999999998,15.772291999999998,right
16.535368,16.695367999999995,down
17.458444,17.618443999999997,down
22.073824,22.233823999999995,left
22.9969,23.156899999999997,right
23.919976,24.079975999999995,left
24.381514,24.541513999999996,right
24.843052,25.003051999999997,up
29.458432,29.618431999999995,up
29.689200999999997,29.849200999999994,left
29.91997,30.079969999999996,up
30.381507999999997,30.541507999999993,left
30.843045999999998,31.003045999999994,left
31.304584,31.464583999999995,down
32.22766,32.38766,down
36.843039999999995,37.00303999999999,up
37.073809,37.233808999999994,down
37.304578,37.464577999999996,up
37.535346999999994,37.69534699999999,down
37.766116,37.92611599999999,up
37.996885,38.156884999999996,down
38.227653999999994,38.38765399999999,up
38.458422999999996,38.61842299999999,down
38.689192,38.849191999999995,left
39.612268,39.772268,left
44.227647999999995,44.38764799999999,left
44.458417,44.618416999999994,right
44.689186,44.849185999999996,left
44.919954999999995,45.07995499999999,right
45.150724,45.31072399999999,left
45.381493,45.541492999999996,right
45.612261999999994,45.77226199999999,left
45.843030999999996,46.00303099999999,right
46.0738,46.233799999999995,up
46.535337999999996,46.69533799999999,down
46.99687599999999,47.15687599999999,up
47.227644999999995,47.38764499999999,up
47.458414,47.618413999999994,down
51.612255999999995,51.77225599999999,up
52.535332,52.69533199999999,down
53.458408,53.618407999999995,right
54.150715,54.310714999999995,left
54.612252999999995,54.77225299999999,up
58.996863999999995,59.15686399999999,right
59.45840199999999,59.61840199999999,right
59.91994,60.07993999999999,down
60.84301599999999,61.00301599999999,left
61.304553999999996,61.46455399999999,left
61.76609199999999,61.92609199999999,down
66.38147199999999,66.54147199999998,up
66.612241,66.772241,left
66.84300999999999,67.00300999999999,up
66.9583945,67.1183945,left
68.22762399999999,68.38762399999999,up
68.689162,68.84916199999999,up
69.1507,69.3107,left
69.61223799999999,69.77223799999999,left
73.76607999999999,73.92607999999998,right
74.689156,74.849156,left
75.61223199999999,75.77223199999999,up
76.53530799999999,76.69530799999998,down
